,propertyCode,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,district,latitude,longitude,distance,status,newDevelopment,newDevelopmentFinished,priceByArea,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,floor,hasLift,parkingSpace.parkingSpacePrice,topNewDevelopment
3159,89307774,118000,flat,42.0,0,2,1,"Joaquín Arjona, 27",Madrid,Tetuán,40.454,-3.7082,4062,good,0,0,2810,0,0,Bellas Vistas,2,0,,0
3160,89321397,1549999,flat,236.0,1,4,3,"Calle de Fernando el Santo, 25",Madrid,Chamberí,40.4281,-3.6908,1650,good,0,0,6568,0,0,Almagro,2,1,,0
3161,89321406,119000,flat,60.0,1,2,1,Calle de Álvarez Abellán,Madrid,Carabanchel,40.3825,-3.7286,4369,renew,0,0,1983,0,0,Puerta Bonita,1,0,,0
3162,89321391,116000,flat,83.0,0,3,1,"Calle de Méjico, 6",Fuenlabrada,La Avanzada - La Cueva,40.2939,-3.7881,15434,good,0,0,1398,0,0,nan,bj,0,,0
3163,89321363,156000,flat,88.0,1,3,1,Calle de Portalegre,Madrid,Carabanchel,40.3871,-3.7252,3782,renew,0,0,1773,0,0,Opañel,1,0,,0
3164,87258645,102000,flat,45.0,0,2,1,"Calle Sierra Bermeja, 1",Madrid,Puente de Vallecas,40.3918,-3.6648,4279,nan,0,0,2267,0,0,San Diego,bj,0,,0
3165,89321044,430000,chalet,308.0,0,5,2,Rivas Urbanizaciones,Rivas-Vaciamadrid,Rivas Urbanizaciones,40.3732,-3.5253,15830,nan,0,0,1396,0,0,nan,nan,0,,0
3166,89320922,723300,flat,171.0,0,4,3,barrio Castilla,Madrid,Chamartín,40.4769,-3.6768,7060,nan,0,0,4230,0,0,Castilla,nan,0,,0
3167,89320921,150100,flat,75.0,0,2,1,barrio Vista Alegre,Madrid,Carabanchel,40.3863,-3.747,5010,nan,0,0,2001,0,0,Vista Alegre,nan,0,,0
3168,89320919,103400,flat,47.0,0,3,1,barrio Numancia,Madrid,Puente de Vallecas,40.4005,-3.6617,3949,nan,0,0,2200,0,0,Numancia,nan,0,,0
3169,89320917,655600,flat,140.0,0,3,2,barrio El Viso,Madrid,Chamartín,40.4492,-3.679,4152,nan,0,0,4683,0,0,El Viso,nan,0,,0
3170,89320909,102100,flat,63.0,0,3,1,"Calle de López Grass, 40",Madrid,Puente de Vallecas,40.3977,-3.6596,4251,good,0,0,1621,0,0,Numancia,bj,0,,0
3171,89320878,124300,flat,57.0,0,2,1,barrio Pueblo Nuevo,Madrid,Ciudad Lineal,40.4297,-3.6341,6032,nan,0,0,2181,0,0,Pueblo Nuevo,nan,0,,0
3172,89320867,462500,flat,93.0,0,4,2,barrio Guindalera,Madrid,Barrio de Salamanca,40.4375,-3.6658,3925,nan,0,0,4973,0,0,Guindalera,nan,1,,0
3173,89320838,103400,flat,63.0,0,1,1,Juan de la Cierva,Getafe,Juan de la Cierva,40.3136,-3.7184,11532,nan,0,0,1641,0,0,nan,nan,0,,0
3174,89320830,167300,flat,59.0,0,1,1,San Martín de la Vega,San Martín de la Vega,nan,40.2118,-3.5825,24971,nan,0,0,2836,0,0,nan,nan,0,,0
3175,89320807,155000,flat,93.0,0,3,2,barrio Palomeras sureste,Madrid,Puente de Vallecas,40.3883,-3.6388,6308,nan,0,0,1667,0,0,Palomeras sureste,nan,0,,0
3176,89320777,175900,flat,115.0,0,3,2,barrio Orcasitas,Madrid,Usera,40.3698,-3.7093,5234,nan,0,0,1530,0,0,Orcasitas,nan,0,,0
3177,89320771,865000,flat,174.0,1,4,2,"Calle de Máiquez, 46",Madrid,Retiro,40.4178,-3.6732,2545,nan,0,0,4971,0,0,Ibiza,2,1,,0
3178,89320769,296500,flat,88.0,0,3,2,barrio Abrantes,Madrid,Carabanchel,40.3734,-3.7288,5278,nan,0,0,3369,0,0,Abrantes,nan,0,,0
3179,89320743,128000,flat,81.0,0,3,1,La Serna,Fuenlabrada,La Serna,40.2895,-3.8003,16358,nan,0,0,1580,0,0,nan,nan,0,,0
3180,89320734,239900,flat,104.0,0,3,2,San José - Buenos Aires,Pinto,San José - Buenos Aires,40.2382,-3.6929,19864,nan,0,0,2307,0,0,nan,nan,0,,0
3181,89320674,226000,chalet,107.0,0,5,3,"Calle de las Encinas, 38 -56",Móstoles,Coimbra - Guadarrama,40.3048,-3.9377,23439,nan,0,0,2112,0,0,nan,nan,0,,0
3182,84453977,150300,flat,85.0,0,3,1,"Calle de la Hacienda de Pavones, 107",Madrid,Moratalaz,40.4036,-3.6438,5240,nan,0,0,1768,0,0,Vinateros,nan,1,,0
3183,89320650,222500,flat,76.0,0,2,2,"Calle Dámaso Alonso, 27",Alcalá de Henares,Ensanche,40.4973,-3.3756,29131,newdevelopment,1,0,2928,0,0,nan,nan,1,,0
3184,89320541,107000,flat,62.0,1,3,1,barrio Numancia,Madrid,Puente de Vallecas,40.3967,-3.6579,4432,good,0,0,1726,0,0,Numancia,bj,1,,0
3185,89320487,170000,flat,85.0,1,3,1,barrio Parque Lisboa - La Paz,Alcorcón,Parque Lisboa - La Paz,40.3466,-3.8108,11988,renew,0,0,2000,0,0,Parque Lisboa - La Paz,1,1,,0
3186,89320507,110000,flat,84.0,1,2,1,Avenida de los Carabancheles,Alcorcón,Centro,40.3513,-3.8272,12769,good,0,0,1310,0,0,Casco Antiguo,3,0,,0
3187,89320460,210000,flat,90.0,1,3,1,barrio Parque Mayor,Alcorcón,Centro,40.3422,-3.8273,13375,good,0,0,2333,0,0,Parque Mayor,4,1,,0
3188,89320365,190000,flat,96.0,1,3,1,barrio Parque Mayor,Alcorcón,Centro,40.34,-3.827,13512,good,0,0,1979,0,0,Parque Mayor,6,1,,0
3189,89320360,319000,chalet,188.0,0,3,3,Medinaceli,Boadilla del Monte,Casco Antiguo,40.4033,-3.8798,15019,good,0,0,1697,1,1,nan,nan,0,,0
3190,89320304,1650000,chalet,475.0,0,5,4,Av las lomas s/n,Boadilla del Monte,Las Lomas,40.4324,-3.8983,16598,good,0,0,3474,1,1,nan,nan,0,,0
3191,89320266,299000,flat,49.0,0,2,1,JOSE ORTEGA Y GASSET,Madrid,Barrio de Salamanca,40.4308,-3.6753,2840,good,0,0,6102,0,0,Lista,4,1,,0
3192,89320251,1900000,flat,348.0,1,5,3,Principe De Vergara,Madrid,Barrio de Salamanca,40.4242,-3.6797,2163,good,0,0,5460,0,0,Goya,3,1,,0
3193,89320241,725000,flat,203.0,1,5,2,CONDE PEÑALVER,Madrid,Barrio de Salamanca,40.4358,-3.6737,3277,good,0,0,3571,0,0,Lista,1,1,,0
3194,89320236,199000,flat,47.0,0,1,1,SAN LORENZO,Madrid,Centro,40.4267,-3.7009,1131,good,0,0,4234,0,0,Chueca-Justicia,4,0,,0
3195,89320212,289000,flat,63.0,0,2,1,ACUERDO,Madrid,Centro,40.4287,-3.7098,1444,renew,0,0,4587,0,0,Malasaña-Universidad,1,0,,0
3196,89320209,760000,flat,195.0,1,4,2,CEA BERMUDEZ,Madrid,Chamberí,40.437,-3.7088,2307,renew,0,0,3897,0,0,Arapiles,1,1,,0
3197,89320192,485000,flat,140.0,1,3,2,Calle de Purchena,Madrid,Hortaleza,40.4754,-3.6645,7308,good,0,0,3464,1,1,Apóstol Santiago,3,1,,0
3198,89319799,349000,chalet,200.0,0,4,3,Medinaceli,Boadilla del Monte,Casco Antiguo,40.4034,-3.8801,15042,good,0,0,1745,1,1,nan,nan,0,,0
3199,89320015,480000,flat,150.0,1,3,2,Calle Comunidad Canaria,Boadilla del Monte,Valdepastores - Las Encinas,40.4455,-3.8702,14489,good,0,0,3200,1,1,nan,1,1,,0
3200,89319992,345000,flat,74.0,1,2,2,barrio Guindalera,Madrid,Barrio de Salamanca,40.4367,-3.6608,4221,good,0,0,4662,0,0,Guindalera,1,1,,0
3201,89319835,190000,flat,62.0,1,1,1,Calle Parque Grande,Alcorcón,Parque Lisboa - La Paz,40.3513,-3.8113,11688,good,0,0,3065,0,0,Parque Lisboa - La Paz,4,1,,0
3202,89319814,199000,flat,109.0,1,4,2,Calle Porto Cristo,Alcorcón,Parque Lisboa - La Paz,40.3494,-3.8182,12278,renew,0,0,1826,0,0,Parque Lisboa - La Paz,1,1,,0
3203,89319709,85000,flat,60.0,0,3,1,barrio La Fortuna,Leganés,La Fortuna,40.3602,-3.78,9040,renew,0,0,1417,0,0,La Fortuna,en,0,,0
3204,89049135,459000,chalet,229.0,0,5,3,barrio Prado de Santo Domingo,Alcorcón,Prado de Santo Domingo,40.3364,-3.826,13708,good,0,0,2004,1,1,Prado de Santo Domingo,nan,0,,0
3205,89319644,125000,flat,74.0,1,3,1,"Calle Carballino, 30",Madrid,Latina,40.3964,-3.7697,6061,renew,0,0,1689,0,0,Campamento,3,0,,0
3206,89319563,169500,flat,49.0,0,2,1,Calle de Carvajales,Madrid,Arganzuela,40.4005,-3.701,1811,good,0,0,3459,0,0,Acacias,4,0,,0
3207,88468921,260000,flat,167.0,1,4,3,Calle de Fuendetodos,Fuenlabrada,El Arroyo - La Fuente,40.2782,-3.7904,17078,good,0,0,1557,1,1,nan,4,1,,0
3208,89319261,183500,flat,85.0,0,3,1,"Calle Pablo Montesinos, 2",Madrid,Carabanchel,40.3987,-3.7173,2329,good,0,0,2159,0,0,San Isidro,4,1,,0
3209,89319502,125000,chalet,160.0,0,3,2,La Cárcaba - El Encinar - Montemolinos,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,40.2614,-3.9112,24668,good,0,0,781,1,1,nan,nan,0,,0
3210,89319391,260000,flat,167.0,1,4,3,"Calle de Fuendetodos, 7",Fuenlabrada,El Arroyo - La Fuente,40.2764,-3.7912,17288,good,0,0,1557,1,1,nan,4,1,,0
3211,38660716,107260,flat,55.0,1,2,1,Ronda de san juan,Navalcarnero,Centro,40.2911,-4.0092,29445,good,0,0,1950,0,0,nan,2,1,,0
3212,89319352,139900,flat,75.0,1,3,1,Calle de Escalona,Madrid,Latina,40.3958,-3.7624,5526,renew,0,0,1865,0,0,Aluche,1,1,,0
3213,89319067,389000,flat,101.0,1,3,2,Torquemada,Madrid,Hortaleza,40.4671,-3.64,7748,good,0,0,3851,1,1,Canillas,11,1,,0
3214,88469455,285000,chalet,196.0,0,4,3,Calle DOÑANA,Arroyomolinos,Las Castañeras - Bulevar,40.2849,-3.9158,23213,good,0,0,1454,1,1,nan,nan,0,,0
3215,89319191,310000,flat,55.0,0,1,1,Calle DE LA PALMA,Madrid,Centro,40.4252,-3.7037,949,good,0,0,5636,0,0,Malasaña-Universidad,2,1,,0
3216,88469462,285000,chalet,196.0,0,4,3,Calle CORUÑA,Arroyomolinos,Las Castañeras - Bulevar,40.286,-3.9134,22987,good,0,0,1454,1,1,nan,nan,0,,0
3217,89319230,105000,flat,60.0,1,2,1,Calle Clara Campoamor,Madrid,Carabanchel,40.3865,-3.7352,4309,renew,0,0,1750,0,0,Puerta Bonita,4,0,,0
3218,88966107,520000,chalet,272.0,0,4,3,Playa de Mojacar,Boadilla del Monte,Bonanza,40.4542,-3.898,17002,renew,0,0,1912,1,1,nan,nan,0,,0
3219,89318135,105000,flat,62.0,1,3,1,Calle de Castrojeriz,Madrid,Carabanchel,40.3857,-3.7423,4772,renew,0,0,1694,0,0,Vista Alegre,4,0,,0
3220,89319216,129000,flat,60.0,1,2,1,Calle de Tembleque,Madrid,Latina,40.3971,-3.758,5124,good,0,0,2150,0,0,Aluche,3,0,,0
3221,89319188,208000,duplex,90.0,1,0,1,"Avenida cerro del aguila, 7",San Sebastián de los Reyes,Pol. Industrial sur,40.5468,-3.6157,16249,good,0,0,2311,1,1,nan,2,1,,0
3222,89319118,206000,flat,105.0,1,3,2,Calle de la Oca,Madrid,Carabanchel,40.3893,-3.7345,4033,good,0,0,1962,0,0,Vista Alegre,4,1,,0
3223,89155327,322300,chalet,210.0,0,3,2,Loranca,Fuenlabrada,Loranca,40.3037,-3.8345,16774,good,0,0,1535,1,1,nan,nan,0,,0
3224,89256701,142700,flat,70.0,1,2,1,Centro,Fuenlabrada,Centro,40.2849,-3.7903,16402,good,0,0,2039,0,0,nan,6,1,,0
3225,89318722,135000,flat,78.0,0,3,1,Calle Alfaro,Madrid,Carabanchel,40.3903,-3.74,4279,renew,0,0,1731,0,0,Vista Alegre,1,0,,0
3226,89318583,310000,chalet,190.0,0,5,2,Puerto de Galapagar-Las Cuestas,Galapagar,Puerto de Galapagar-Las Cuestas,40.5214,-3.9821,26303,renew,0,0,1632,0,0,nan,nan,0,,0
3227,89292443,350918,flat,88.0,1,2,2,"Wad-Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,3988,1,0,Bellas Vistas,1,1,24992.0,0
3228,89318682,2695000,chalet,850.0,0,5,6,La Moraleja,La Moraleja,La Moraleja,40.5093,-3.6168,12627,good,0,0,3171,1,1,nan,nan,0,,0
3229,89318490,640000,flat,90.0,1,1,2,Calle del Monte Esquinza,Madrid,Chamberí,40.4287,-3.6914,1664,good,0,0,7111,0,0,Almagro,1,1,,0
3230,89292611,364517,flat,88.0,1,2,2,"Wad Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,4142,1,0,Bellas Vistas,2,1,24992.0,0
3231,86417079,142000,flat,42.0,0,1,1,Calle de Antonio López,Madrid,Carabanchel,40.3953,-3.7142,2556,good,0,0,3381,0,0,Comillas,bj,0,,0
3232,89318273,195000,flat,47.0,1,2,1,TRIBALDOS,Madrid,Hortaleza,40.4655,-3.6337,8007,good,0,0,4149,0,0,Canillas,bj,1,,0
3233,89318557,760000,flat,191.0,1,3,3,Costa Brava,Madrid,Fuencarral,40.5001,-3.7088,9280,good,0,0,3979,1,1,Mirasierra,7,1,,0
3234,89292741,304564,flat,73.0,1,2,1,"Wad Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,4172,1,0,Bellas Vistas,2,1,24992.0,0
3235,89318562,139000,flat,70.0,1,3,1,Calle del Cristo de la Fe,Madrid,Usera,40.3837,-3.699,3689,good,0,0,1986,0,0,Almendrales,3,0,,0
3236,89318611,150300,flat,85.0,1,3,1,Calle de la Hacienda de Pavones,Madrid,Moratalaz,40.4021,-3.6441,5265,good,0,0,1768,0,0,Vinateros,bj,1,,0
3237,89318538,275000,flat,80.0,1,2,1,San Roque,Majadahonda,Casco Antiguo,40.4742,-3.8781,16117,good,0,0,3438,0,0,nan,1,1,,0
3238,89292826,366860,flat,88.0,1,2,2,"Wad Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,4169,1,0,Bellas Vistas,2,1,24992.0,0
3239,89318486,314900,flat,176.0,1,5,2,"Calle de la Oca, 103",Madrid,Carabanchel,40.388,-3.7439,4692,good,0,0,1789,1,0,Vista Alegre,4,1,15000.0,0
3240,89292858,453509,penthouse,90.0,1,2,1,"Wad Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,5039,1,0,Bellas Vistas,3,1,24992.0,0
3241,89300723,359000,flat,100.0,1,2,2,Norte,Alcobendas,Norte,40.5505,-3.6603,15308,good,0,0,3590,1,1,nan,1,1,,0
3242,89318472,449000,flat,115.0,1,3,2,Pedro Rico,Madrid,Fuencarral,40.4836,-3.6948,7474,renew,0,0,3904,1,1,La Paz,5,1,,0
3243,89318462,310000,flat,61.0,0,2,1,Calle MODESTO LAFUENTE,Madrid,Chamberí,40.4354,-3.698,2131,good,0,0,5082,0,0,Almagro,1,0,,0
3244,89004784,1480000,chalet,720.0,0,6,6,"Mistral, 2",Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,40.4089,-3.8065,8785,good,0,0,2056,1,1,La Finca,nan,0,,0
3245,89318445,150000,studio,24.0,1,0,1,"Calle Oviedo, 35",Madrid,Tetuán,40.4489,-3.699,3602,good,0,0,6250,0,0,Cuatro Caminos,3,0,,0
3246,88714957,750000,flat,183.0,1,3,2,Calle de Gaztambide,Madrid,Chamberí,40.4353,-3.7154,2312,good,0,0,4098,0,0,Gaztambide,4,1,,0
3247,89318403,1100000,flat,350.0,1,5,5,barrio Somosaguas,Pozuelo de Alarcón,Somosaguas,40.4166,-3.7848,6906,good,0,0,3143,1,1,Somosaguas,3,1,,0
3248,89314345,650000,flat,163.0,1,3,2,"Calle del Poeta Joan Maragall, 18",Madrid,Tetuán,40.4568,-3.692,4559,good,0,0,3988,0,0,Cuzco-Castillejos,1,1,,0
3249,89318379,149000,flat,64.0,1,3,1,Getafe Centro,Getafe,Getafe Centro,40.3107,-3.7283,11976,good,0,0,2328,0,0,nan,1,0,,0
3250,84401661,615000,flat,132.0,1,4,2,"Calle Velarde, Madrid",Madrid,Centro,40.4264,-3.7007,1097,good,0,0,4659,0,0,Malasaña-Universidad,3,1,,0
3251,89318334,105000,flat,54.0,1,2,1,"Calle de Zaida, 59",Madrid,Carabanchel,40.3944,-3.7358,3702,good,0,0,1944,0,0,San Isidro,4,0,,0
3252,89318324,110000,flat,95.0,1,4,1,Avenida de los Andes,Fuenlabrada,La Avanzada - La Cueva,40.2952,-3.7859,15217,renew,0,0,1158,0,0,nan,1,0,,0
3253,89318319,435000,penthouse,90.0,1,2,2,Maria Tudor,Madrid,Hortaleza,40.4996,-3.6574,10001,good,0,0,4833,1,1,Sanchinarro,6,1,,0
3254,87771619,448000,flat,173.0,1,5,3,Calle de Antonio López,Madrid,Carabanchel,40.3919,-3.7062,2768,renew,0,0,2590,1,1,Comillas,4,1,,0
3255,89292964,314015,flat,70.0,1,1,1,"Wad Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,4486,1,0,Bellas Vistas,bj,1,24992.0,0
3256,89318339,337000,duplex,87.0,1,3,2,barrio Quintana,Madrid,Ciudad Lineal,40.4375,-3.6399,5838,renew,0,0,3874,0,0,Quintana,4,1,,0
3257,89316279,288004,flat,73.0,1,2,1,"Wad Ras, 10",Madrid,Tetuán,40.4554,-3.7073,4318,good,0,0,3945,1,0,Bellas Vistas,1,1,24992.0,0
3258,89318313,2300000,flat,320.0,1,6,6,barrio El Viso,Madrid,Chamartín,40.4465,-3.6889,3526,good,0,0,7188,1,1,El Viso,2,1,,0
3259,89318310,195000,flat,47.0,1,2,1,barrio Canillas,Madrid,Hortaleza,40.4665,-3.634,8065,good,0,0,4149,0,0,Canillas,bj,1,,0
3260,89318257,313000,duplex,65.0,1,2,1,barrio Quintana,Madrid,Ciudad Lineal,40.4369,-3.6437,5517,renew,0,0,4815,0,0,Quintana,4,1,,0
3261,89318262,129990,flat,70.0,1,3,1,barrio Los Rosales,Madrid,Villaverde,40.3461,-3.6923,7900,renew,0,0,1857,0,0,Los Rosales,1,0,,0
3262,89217958,236000,flat,92.0,1,3,2,barrio Buena Vista,Madrid,Carabanchel,40.3651,-3.7558,7261,nan,0,0,2565,1,1,Buena Vista,bj,1,,0
3263,89308651,329000,flat,90.0,1,3,1,barrio Prosperidad,Madrid,Chamartín,40.4445,-3.6678,4307,good,0,0,3656,0,0,Prosperidad,4,1,,0
3264,89318215,205250,flat,115.0,1,4,2,Loranca,Fuenlabrada,Loranca,40.2968,-3.8343,17347,good,0,0,1785,1,1,nan,1,1,,0
3265,89318224,1630000,flat,182.0,1,3,3,barrio Chueca-Justicia,Madrid,Centro,40.423,-3.6967,894,good,0,0,8956,0,0,Chueca-Justicia,3,1,,0
3266,89318205,675000,flat,116.0,1,2,2,barrio Palacio,Madrid,Centro,40.4157,-3.7087,469,good,0,0,5819,0,0,Palacio,4,1,,0
3267,89318159,4800000,penthouse,474.0,1,4,5,barrio Castellana,Madrid,Barrio de Salamanca,40.4297,-3.6886,1903,good,0,0,10127,1,1,Castellana,5,1,,0
3268,89318139,252835,chalet,150.0,0,4,4,Calle Gabriela Mistral s/n,Valdemoro,Hospital,40.2022,-3.6883,23885,good,0,0,1686,1,1,nan,nan,0,,0
3269,89318016,140000,flat,76.0,0,3,1,Avenida Albufera,Madrid,Puente de Vallecas,40.396,-3.6649,3973,good,0,0,1842,0,0,Numancia,3,1,,0
3270,89318055,379000,flat,132.0,1,4,2,barrio Tres Olivos - Valverde,Madrid,Fuencarral,40.4865,-3.691,7833,good,0,0,2871,1,0,Tres Olivos - Valverde,5,1,23000.0,0
3271,89318033,299999,chalet,200.0,0,5,3,Loranca,Fuenlabrada,Loranca,40.301,-3.8376,17179,good,0,0,1500,1,1,nan,nan,0,,0
3272,89310589,118000,studio,90.0,1,0,1,barrio Pavones,Madrid,Moratalaz,40.394,-3.6377,6095,good,0,0,1311,0,0,Pavones,bj,0,,0
3273,89318019,830000,chalet,368.0,0,5,5,María Benítez,Pozuelo de Alarcón,Zona norte,40.4541,-3.8044,9512,good,0,0,2255,1,1,Zona norte,nan,0,,0
3274,89318017,121500,flat,65.0,1,3,1,Calle de Castrojeriz,Madrid,Carabanchel,40.388,-3.741,4513,renew,0,0,1869,0,0,Vista Alegre,4,0,,0
3275,89317943,299999,chalet,220.0,0,5,5,Loranca,Fuenlabrada,Loranca,40.2993,-3.8387,17382,good,0,0,1364,1,1,nan,nan,0,,0
3276,89318005,290000,chalet,212.0,0,5,3,Velilla de San Antonio,Velilla de San Antonio,nan,40.3722,-3.4872,18954,good,0,0,1368,1,1,nan,nan,0,,0
3277,89317979,469000,flat,165.0,1,2,2,"Peñalara, 4",Pozuelo de Alarcón,Zona norte,40.458,-3.802,9531,good,0,0,2842,1,1,Zona norte,bj,1,,0
3278,88520898,420000,chalet,208.0,0,3,3,barrio Las Matas- Peñascales,Las Rozas de Madrid,Las Matas- Peñascales,40.5565,-3.9011,22840,good,0,0,2019,1,1,Las Matas- Peñascales,bj,0,,0
3279,89317744,399800,flat,73.0,1,1,1,"princesa, 3",Madrid,Moncloa,40.425,-3.7134,1266,good,0,0,5477,0,0,Argüelles,14,1,,0
3280,89317782,148000,flat,75.0,1,3,1,Calle Rufino Rejón,Madrid,Carabanchel,40.3676,-3.7612,7340,good,0,0,1973,0,0,Buena Vista,2,0,,0
3281,89317828,685000,chalet,270.0,0,5,4,María Benítez,Pozuelo de Alarcón,Zona norte,40.4523,-3.8028,9306,good,0,0,2537,1,1,Zona norte,nan,0,,0
3282,89317710,128000,flat,60.0,0,3,1,Calle Alcatraz,Madrid,Carabanchel,40.3897,-3.7229,3426,renew,0,0,2133,0,0,Opañel,1,0,,0
3283,89317438,380000,flat,100.0,1,4,1,barrio Lavapiés-Embajadores,Madrid,Centro,40.4062,-3.6994,1209,good,0,0,3800,0,0,Lavapiés-Embajadores,1,1,,0
3284,89317630,613000,chalet,329.0,0,4,3,Calle Ebro s/n,Villaviciosa de Odón,El Bosque,40.3732,-3.9283,19659,newdevelopment,1,0,1863,1,1,nan,nan,0,,0
3285,89317584,533000,chalet,208.0,0,4,3,Calle Ebro s/n,Villaviciosa de Odón,El Bosque,40.3732,-3.9283,19659,newdevelopment,1,0,2563,1,1,nan,nan,0,,0
3286,89316346,145000,chalet,75.0,0,2,2,Urbanización Valgrande,Chinchón,nan,40.2122,-3.4951,28788,good,0,0,1933,0,0,nan,nan,0,,0
3287,89317538,255000,flat,73.0,1,2,1,Calle de Antonio López,Madrid,Usera,40.3884,-3.699,3170,good,0,0,3493,0,0,Almendrales,3,1,,0
3288,89316262,220000,chalet,2600.0,0,3,2,Morata de Tajuña,Morata de Tajuña,nan,40.2253,-3.4545,29959,nan,0,0,85,0,0,nan,nan,0,,0
3289,88795879,618000,flat,127.0,1,3,2,barrio Gaztambide,Madrid,Chamberí,40.4361,-3.7144,2356,good,0,0,4866,0,0,Gaztambide,1,1,,0
3290,89317442,1350000,chalet,500.0,0,7,5,barrio Monteclaro,Pozuelo de Alarcón,Urbanizaciones,40.4475,-3.8457,12537,good,0,0,2700,1,1,Monteclaro,nan,0,,0
3291,89317362,1290000,flat,242.0,1,4,4,barrio Argüelles,Madrid,Moncloa,40.424,-3.7203,1651,good,0,0,5331,1,1,Argüelles,2,1,,0
3292,89317367,375000,flat,96.0,1,2,1,barrio Las Tablas,Madrid,Fuencarral,40.5102,-3.6793,10593,good,0,0,3906,1,0,Las Tablas,5,1,15000.0,0
3293,89317345,835000,flat,182.0,1,4,3,barrio Lavapiés-Embajadores,Madrid,Centro,40.4141,-3.7046,314,good,0,0,4588,0,0,Lavapiés-Embajadores,3,1,,0
3294,89317359,580000,flat,122.0,1,3,2,Avenida de Europa,Pozuelo de Alarcón,Zona Avenida Europa,40.4437,-3.7856,7587,good,0,0,4754,1,1,Zona Avenida Europa,1,1,,0
3295,89317117,197000,flat,70.0,1,3,1,Calle Jesús del Gran Poder,Madrid,Usera,40.3868,-3.7033,3328,good,0,0,2814,0,0,Moscardó,3,0,,0
3296,89317134,150000,flat,80.0,1,3,1,Calle Socuéllamos,Madrid,Usera,40.3804,-3.6984,4058,renew,0,0,1875,0,0,Almendrales,2,1,,0
3297,89317208,355000,flat,110.0,1,3,2,Av. de Córdoba,Madrid,Usera,40.3832,-3.6983,3753,good,0,0,3227,1,1,Almendrales,3,1,,0
3298,89317267,150000,flat,80.0,1,3,1,Calle de Hermenegildo Bielsa,Madrid,Usera,40.39,-3.7032,2969,renew,0,0,1875,0,0,Moscardó,4,0,,0
3299,89316760,2990000,chalet,615.0,0,7,5,Triana,Madrid,Chamartín,40.4629,-3.6767,5604,renew,0,0,4862,0,0,Nueva España,nan,0,,0
3300,88795420,395000,flat,85.0,1,1,1,barrio Gaztambide,Madrid,Chamberí,40.436,-3.716,2404,good,0,0,4647,0,0,Gaztambide,1,1,,0
3301,88568029,175000,flat,120.0,1,4,2,Sur,Móstoles,Sur,40.3189,-3.8549,16829,good,0,0,1458,0,0,nan,2,1,,0
3302,33938669,2800000,chalet,911.0,0,8,7,barrio Ciudad Universitaria,Madrid,Moncloa,40.4713,-3.7342,6609,good,0,0,3074,1,1,Ciudad Universitaria,nan,0,,0
3303,89317132,335000,duplex,137.0,1,2,2,Iregua,Las Rozas de Madrid,El Burgo,40.4898,-3.8832,17253,good,0,0,2445,1,1,El Burgo,3,1,,0
3304,89317216,98000,flat,46.0,1,1,1,Plaza Puerto Rubio,Madrid,Puente de Vallecas,40.3954,-3.6656,3972,renew,0,0,2130,0,0,San Diego,bj,1,,0
3305,89317196,200000,flat,55.0,1,2,1,barrio Pilar,Madrid,Fuencarral,40.4768,-3.7128,6732,good,0,0,3636,0,0,Pilar,9,1,,0
3306,89317127,260000,flat,62.0,1,2,1,barrio Palacio,Madrid,Centro,40.4245,-3.7133,1212,good,0,0,4194,0,0,Palacio,2,0,,0
3307,89316969,1040000,chalet,530.0,0,6,6,"tajo, 55",Villaviciosa de Odón,El Bosque,40.3774,-3.9303,19716,good,0,0,1962,1,1,nan,nan,0,,0
3308,89317036,127000,studio,42.0,1,0,1,Calle Santa Susana,Madrid,Hortaleza,40.4786,-3.6475,8345,good,0,0,3024,0,0,Pinar del Rey,6,1,,0
3309,89317015,129000,flat,58.0,1,2,1,Calle CASTUERA,Madrid,Latina,40.4002,-3.7492,4303,good,0,0,2224,0,0,Lucero,2,0,,0
3310,88999491,420345,chalet,127.0,0,3,2,Carretera de El Escorial,Las Rozas de Madrid,La Chopera,40.5018,-3.9069,19657,renew,0,0,3310,0,0,La Chopera,nan,0,,0
3311,88802897,445000,flat,159.0,1,5,2,Calle de Santa Isabel,Madrid,Centro,40.4095,-3.6971,959,good,0,0,2799,0,0,Lavapiés-Embajadores,1,1,,0
3312,87663479,2450000,chalet,784.0,0,5,5,Ciudalcampo,Ciudalcampo,nan,40.6152,-3.6251,23043,good,0,0,3125,1,1,nan,nan,0,,0
3313,89314340,175000,flat,60.0,1,2,1,"Calle de los Mineros, 21",Madrid,Carabanchel,40.3827,-3.7269,4275,good,0,0,2917,0,0,Abrantes,3,0,,0
