,propertyCode,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,district,latitude,longitude,distance,status,newDevelopment,newDevelopmentFinished,priceByArea,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,floor,hasLift,parkingSpace.parkingSpacePrice,topNewDevelopment
2,89018530,935000,chalet,372.0,FALSE,5,5,Calle Ramón Crespo,Madrid,Moncloa,40.4655,-3.7238,5700,renew,FALSE,FALSE,2513,TRUE,TRUE,Ciudad Universitaria,4,TRUE,25000.0,FALSE
3,88655219,680000,flat,102.0,FALSE,2,2,Calle de Goya,Madrid,Barrio de Salamanca,40.4239,-3.681,2044,good,FALSE,FALSE,6667,TRUE,TRUE,Recoletos,bj,TRUE,25000.0,FALSE
4,87083180,950000,flat,133.0,TRUE,2,3,Calle de Manuel Cortina,Madrid,Chamberí,40.4322,-3.6972,1801,good,FALSE,FALSE,7143,TRUE,TRUE,Trafalgar,5,TRUE,25000.0,FALSE
5,89044102,161000,flat,71.0,TRUE,3,1,Av. Moratalaz,Madrid,Moratalaz,40.4088,-3.6554,4148,renew,FALSE,FALSE,2268,TRUE,TRUE,Media Legua,en,FALSE,25000.0,FALSE
6,89042726,339000,flat,64.0,TRUE,2,2,Calle Iriarte,Madrid,Barrio de Salamanca,40.4384,-3.6726,3547,good,FALSE,FALSE,5297,TRUE,TRUE,Guindalera,3,TRUE,25000.0,FALSE
7,86205398,360000,flat,50.0,TRUE,1,1,Mayor,Madrid,Centro,40.4183,-3.7055,265,good,FALSE,FALSE,7200,TRUE,TRUE,Sol,4,TRUE,25000.0,FALSE
8,88952881,440000,flat,86.0,TRUE,3,1,Calle de Sandoval,Madrid,Chamberí,40.4318,-3.703,1673,renew,FALSE,FALSE,5116,TRUE,TRUE,Trafalgar,2,FALSE,25000.0,FALSE
9,89044098,149000,flat,57.0,TRUE,1,1,Calle de Antolina Merino,Madrid,Carabanchel,40.3847,-3.7424,4865,good,FALSE,FALSE,2614,TRUE,TRUE,Vista Alegre,en,TRUE,25000.0,FALSE
10,89044057,130000,flat,40.0,TRUE,1,1,Calle del Mesón de Paredes,Madrid,Centro,40.4087,-3.7031,886,good,FALSE,FALSE,3250,TRUE,TRUE,Lavapiés-Embajadores,5,FALSE,25000.0,FALSE
11,89044042,940000,flat,166.0,TRUE,5,5,barrio Malasaña-Universidad,Madrid,Centro,40.4222,-3.7017,627,good,FALSE,FALSE,5663,TRUE,TRUE,Malasaña-Universidad,1,TRUE,25000.0,FALSE
12,89044011,200000,flat,60.0,TRUE,2,1,Avenida del Marqués de Corbera,Madrid,Ciudad Lineal,40.4258,-3.6498,4637,good,FALSE,FALSE,3333,TRUE,TRUE,Ventas,5,TRUE,25000.0,FALSE
13,89044016,280000,flat,50.0,FALSE,1,1,Calle de Santa Engracia,Madrid,Chamberí,40.4392,-3.7007,2516,good,FALSE,FALSE,5600,TRUE,TRUE,Trafalgar,2,TRUE,25000.0,FALSE
14,89043987,430000,flat,83.0,TRUE,2,1,Calle de Bravo Murillo,Madrid,Chamberí,40.4371,-3.7045,2267,good,FALSE,FALSE,5181,TRUE,TRUE,Arapiles,1,TRUE,25000.0,FALSE
15,82853160,475000,duplex,115.0,TRUE,2,2,barrio Fuente del Berro,Madrid,Barrio de Salamanca,40.4246,-3.6627,3547,good,FALSE,FALSE,4130,TRUE,TRUE,Fuente del Berro,2,TRUE,25000.0,FALSE
16,89043915,950000,chalet,380.0,FALSE,8,4,barrio Salvador,Madrid,San Blas,40.4407,-3.6358,6304,good,FALSE,FALSE,2500,TRUE,TRUE,Salvador,2,TRUE,25000.0,FALSE
17,89043683,157200,flat,55.0,TRUE,1,1,Paseo de Santa María de la Cabeza,Madrid,Usera,40.3867,-3.7157,3503,good,FALSE,FALSE,2858,TRUE,TRUE,Moscardó,bj,TRUE,25000.0,FALSE
18,89043485,68000,flat,59.0,FALSE,4,1,Calle de Beniferri,Madrid,Villaverde,40.3445,-3.6896,8105,renew,FALSE,FALSE,1153,TRUE,TRUE,San Cristóbal,5,FALSE,25000.0,FALSE
19,89043264,340000,flat,70.0,FALSE,2,2,Paseo de Juan Antonio Vallejo-Nájera Botas,Madrid,Arganzuela,40.4032,-3.713,1712,renew,FALSE,FALSE,4857,TRUE,TRUE,Imperial,1,FALSE,25000.0,FALSE
20,89043396,146000,flat,45.0,TRUE,2,1,barrio Quintana,Madrid,Ciudad Lineal,40.4418,-3.6414,5937,renew,FALSE,FALSE,3244,TRUE,TRUE,Quintana,2,FALSE,25000.0,FALSE
21,89043216,280000,flat,42.0,FALSE,3,1,barrio Lista,Madrid,Barrio de Salamanca,40.4326,-3.6765,2872,renew,FALSE,FALSE,6667,TRUE,TRUE,Lista,en,FALSE,25000.0,FALSE
22,89043192,2800000,flat,290.0,TRUE,4,4,barrio Almagro,Madrid,Chamberí,40.43,-3.6911,1800,good,FALSE,FALSE,9655,TRUE,TRUE,Almagro,5,TRUE,25000.0,FALSE
23,89043174,106170,flat,48.0,FALSE,3,1,barrio Vista Alegre,Madrid,Carabanchel,40.3916,-3.7402,4193,good,FALSE,FALSE,2212,TRUE,TRUE,Vista Alegre,5,FALSE,25000.0,FALSE
24,89043172,129570,flat,59.0,FALSE,2,1,barrio Pradolongo,Madrid,Usera,40.3856,-3.7072,3477,good,FALSE,FALSE,2196,TRUE,TRUE,Pradolongo,5,FALSE,25000.0,FALSE
25,89043171,142500,flat,56.0,FALSE,2,1,barrio Numancia,Madrid,Puente de Vallecas,40.4006,-3.664,3776,good,FALSE,FALSE,2545,TRUE,TRUE,Numancia,5,FALSE,25000.0,FALSE
26,89043169,301700,flat,46.0,FALSE,1,1,barrio Costillares,Madrid,Ciudad Lineal,40.4711,-3.6707,6645,good,FALSE,FALSE,6559,TRUE,TRUE,Costillares,5,TRUE,25000.0,FALSE
27,89043167,148470,flat,77.0,FALSE,2,1,barrio Vista Alegre,Madrid,Carabanchel,40.3908,-3.7424,4395,good,FALSE,FALSE,1928,TRUE,TRUE,Vista Alegre,5,FALSE,25000.0,FALSE
28,89043166,136570,flat,56.0,FALSE,3,1,barrio Vista Alegre,Madrid,Carabanchel,40.3866,-3.7425,4714,good,FALSE,FALSE,2439,TRUE,TRUE,Vista Alegre,5,FALSE,25000.0,FALSE
29,89043165,239400,flat,49.0,FALSE,2,1,barrio Chopera,Madrid,Arganzuela,40.3941,-3.6979,2552,good,FALSE,FALSE,4886,TRUE,TRUE,Chopera,5,TRUE,25000.0,FALSE
30,89043163,140900,flat,76.0,FALSE,2,1,barrio Portazgo,Madrid,Puente de Vallecas,40.3848,-3.6467,5956,good,FALSE,FALSE,1854,TRUE,TRUE,Portazgo,5,TRUE,25000.0,FALSE
31,89043162,148270,flat,62.0,FALSE,3,1,barrio Puerta del Ángel,Madrid,Latina,40.4063,-3.7373,3102,good,FALSE,FALSE,2391,TRUE,TRUE,Puerta del Ángel,2,FALSE,25000.0,FALSE
32,89043161,101970,flat,49.0,FALSE,2,1,barrio Hellín,Madrid,San Blas,40.4325,-3.6179,7432,good,FALSE,FALSE,2081,TRUE,TRUE,Hellín,2,FALSE,25000.0,FALSE
33,89043158,133070,flat,67.0,FALSE,3,1,barrio Puerta Bonita,Madrid,Carabanchel,40.378,-3.7416,5393,good,FALSE,FALSE,1986,TRUE,TRUE,Puerta Bonita,3,TRUE,25000.0,FALSE
34,89043139,170000,flat,60.0,FALSE,1,1,barrio Ensanche de Vallecas - La Gavia,Madrid,Villa de Vallecas,40.3686,-3.6203,8824,good,FALSE,FALSE,2833,TRUE,TRUE,Ensanche de Vallecas - La Gavia,1,TRUE,25000.0,FALSE
35,89042797,138900,flat,67.0,TRUE,3,1,barrio Pueblo Nuevo,Madrid,Ciudad Lineal,40.4284,-3.638,5675,good,FALSE,FALSE,2073,TRUE,TRUE,Pueblo Nuevo,bj,TRUE,25000.0,FALSE
36,89042799,185000,studio,38.0,TRUE,0,1,Calle de Lérida,Madrid,Tetuán,40.455,-3.7021,4264,good,FALSE,FALSE,4868,TRUE,TRUE,Cuatro Caminos,bj,TRUE,25000.0,FALSE
37,89042745,272000,flat,271.0,FALSE,6,5,Avenida de Carabanchel Alto,Madrid,Carabanchel,40.3747,-3.7507,6160,renew,FALSE,FALSE,1004,TRUE,TRUE,Buena Vista,bj,FALSE,25000.0,FALSE
38,89042584,369000,flat,65.0,TRUE,2,1,Glorieta de la Puerta de Toledo,Madrid,Arganzuela,40.4041,-3.7116,1570,good,FALSE,FALSE,5677,TRUE,TRUE,Acacias,5,TRUE,25000.0,FALSE
39,89042328,163000,flat,63.0,TRUE,2,1,Calle de José Arcones Gil,Madrid,Ciudad Lineal,40.4296,-3.6373,5765,good,FALSE,FALSE,2587,TRUE,TRUE,Pueblo Nuevo,5,TRUE,25000.0,FALSE
40,89042304,295000,flat,81.0,TRUE,2,1,Calle de Gutierre de Cetina,Madrid,Ciudad Lineal,40.4304,-3.6434,5287,good,FALSE,FALSE,3642,TRUE,FALSE,Pueblo Nuevo,3,TRUE,18000.0,FALSE
41,89034211,289000,flat,60.0,FALSE,1,1,barrio Chueca-Justicia,Madrid,Centro,40.4247,-3.6955,1108,good,FALSE,FALSE,4817,TRUE,FALSE,Chueca-Justicia,2,TRUE,18000.0,FALSE
42,89042297,125000,flat,68.0,TRUE,3,1,Calle Esteban Collantes,Madrid,Ciudad Lineal,40.4328,-3.6363,5944,renew,FALSE,FALSE,1838,TRUE,FALSE,Pueblo Nuevo,2,TRUE,18000.0,FALSE
43,89042240,469000,flat,90.0,TRUE,4,2,barrio Guindalera,Madrid,Barrio de Salamanca,40.4317,-3.6682,3403,renew,FALSE,FALSE,5211,TRUE,FALSE,Guindalera,5,TRUE,18000.0,FALSE
44,89042184,134900,flat,75.0,TRUE,3,1,barrio San Diego,Madrid,Puente de Vallecas,40.3896,-3.6657,4378,renew,FALSE,FALSE,1799,TRUE,FALSE,San Diego,1,FALSE,18000.0,FALSE
45,89041927,215000,flat,73.0,TRUE,2,1,"Calle del Puerto de Maspalomas, 5",Madrid,Fuencarral,40.4778,-3.7144,6856,good,FALSE,FALSE,2945,TRUE,FALSE,Pilar,10,TRUE,18000.0,FALSE
46,89042119,124900,flat,65.0,TRUE,3,1,barrio San Diego,Madrid,Puente de Vallecas,40.3898,-3.6693,4148,good,FALSE,FALSE,1922,TRUE,FALSE,San Diego,2,FALSE,18000.0,FALSE
47,89042095,85000,flat,43.0,TRUE,1,1,barrio San Diego,Madrid,Puente de Vallecas,40.3935,-3.6655,4106,renew,FALSE,FALSE,1977,TRUE,FALSE,San Diego,bj,FALSE,18000.0,FALSE
48,89041890,530000,flat,98.0,TRUE,2,2,Calle del Divino Pastor,Madrid,Centro,40.428,-3.7055,1274,good,FALSE,FALSE,5408,TRUE,FALSE,Malasaña-Universidad,3,TRUE,18000.0,FALSE
49,89042035,96000,flat,50.0,TRUE,2,1,barrio Numancia,Madrid,Puente de Vallecas,40.3968,-3.6647,3943,good,FALSE,FALSE,1920,TRUE,FALSE,Numancia,2,FALSE,18000.0,FALSE
0,87270623,275000,countryHouse,48000.0,FALSE,3,2,Camino de Madrid s/n,Cubas de la Sagra,Latina,40.2002,-3.8406,26745,good,FALSE,FALSE,6,TRUE,TRUE,Aluche,bj,TRUE,18000.0,FALSE
1,88409158,1700000,chalet,6000.0,FALSE,5,4,"Calle mistral, 2",Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,40.4089,-3.8065,8785,good,FALSE,FALSE,283,TRUE,TRUE,La Finca,bj,TRUE,18000.0,FALSE
4,33149520,5900000,chalet,3700.0,FALSE,7,12,La Moraleja,La Moraleja,La Moraleja,40.5158,-3.6303,12628,good,FALSE,FALSE,1595,TRUE,TRUE,La Finca,bj,TRUE,18000.0,FALSE
5,40190774,466000,chalet,3160.0,FALSE,8,2,Calle Cantabria,Villaviciosa de Odón,Castillo - Campodón,40.3544,-3.8732,15976,renew,FALSE,FALSE,147,TRUE,TRUE,La Finca,bj,TRUE,18000.0,FALSE
6,87097896,399000,countryHouse,3045.0,FALSE,3,1,Camino Espinar del Ds,Fuente el Saz de Jarama,Castillo - Campodón,40.6149,-3.5563,25291,renew,FALSE,FALSE,131,TRUE,TRUE,La Finca,bj,TRUE,18000.0,FALSE
7,85795206,17000000,chalet,2927.0,FALSE,10,13,barrio Zona Pueblo,Pozuelo de Alarcón,Zona Pueblo,40.4465,-3.8201,10431,good,FALSE,FALSE,5808,TRUE,TRUE,Zona Pueblo,bj,TRUE,18000.0,FALSE
8,87486821,1269000,chalet,2810.0,FALSE,6,5,Calle de Siete Cerros,Pozuelo de Alarcón,Somosaguas,40.4237,-3.7956,7852,good,FALSE,FALSE,452,TRUE,TRUE,Somosaguas,bj,TRUE,18000.0,FALSE
9,88540453,3250000,countryHouse,2800.0,FALSE,9,6,Centro,Villaviciosa de Odón,Centro,40.322,-3.9518,23542,good,FALSE,FALSE,1161,TRUE,TRUE,Somosaguas,bj,TRUE,18000.0,FALSE
10,26645495,10900000,chalet,2500.0,FALSE,8,8,La Moraleja,La Moraleja,La Moraleja,40.5152,-3.6236,12861,good,FALSE,FALSE,4360,TRUE,TRUE,Somosaguas,bj,TRUE,18000.0,FALSE
11,40002462,3400000,chalet,2500.0,FALSE,10,9,Centro,Villaviciosa de Odón,Centro,40.3603,-3.9123,18784,good,FALSE,FALSE,1360,TRUE,TRUE,Somosaguas,bj,TRUE,18000.0,FALSE
12,30010789,7800000,chalet,2400.0,FALSE,9,9,Amorebieta,Madrid,Moncloa,40.4692,-3.806,10472,good,FALSE,FALSE,3250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
13,33684496,3000000,chalet,2400.0,FALSE,8,8,barrio El Plantío,Madrid,Moncloa,40.4707,-3.8094,10805,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
15,31838556,3000000,chalet,2400.0,FALSE,10,13,barrio El Plantío,Madrid,Moncloa,40.4667,-3.8074,10421,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
16,29026181,3000000,chalet,2400.0,FALSE,8,14,barrio El Plantío,Madrid,Moncloa,40.4694,-3.8098,10753,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
17,29053389,3000000,chalet,2400.0,FALSE,10,16,barrio El Plantío,Madrid,Moncloa,40.4674,-3.8098,10634,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
18,39373428,3000000,chalet,2400.0,FALSE,10,12,barrio El Plantío,Madrid,Moncloa,40.4671,-3.8087,10537,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
20,28339649,3000000,chalet,2400.0,FALSE,10,15,barrio El Plantío,Madrid,Moncloa,40.47,-3.8058,10509,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
22,88227122,3000000,chalet,2400.0,FALSE,9,9,barrio El Plantío,Madrid,Moncloa,40.4706,-3.8053,10511,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
23,87232993,3000000,chalet,2400.0,FALSE,9,9,barrio El Plantío,Madrid,Moncloa,40.467,-3.8063,10359,good,FALSE,FALSE,1250,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
24,87558464,6000000,chalet,2315.0,FALSE,8,8,La Moraleja,La Moraleja,La Moraleja,40.5185,-3.6456,12326,good,FALSE,FALSE,2592,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
25,39403510,6800000,chalet,2300.0,FALSE,7,10,barrio Prado Largo,Pozuelo de Alarcón,Urbanizaciones,40.4325,-3.8548,12947,good,FALSE,FALSE,2957,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
26,87888524,6800000,chalet,2300.0,FALSE,7,8,barrio Prado Largo,Pozuelo de Alarcón,Urbanizaciones,40.4281,-3.8497,12458,good,FALSE,FALSE,2957,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
27,83305913,6800000,chalet,2300.0,FALSE,7,10,pradolargo,Pozuelo de Alarcón,Urbanizaciones,40.436,-3.8542,12955,renew,FALSE,FALSE,2957,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
28,81173648,6800000,chalet,2300.0,FALSE,5,6,barrio Prado Largo,Pozuelo de Alarcón,Urbanizaciones,40.4351,-3.8544,12956,good,FALSE,FALSE,2957,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
29,36982996,6800000,chalet,2300.0,FALSE,5,5,Avenida Prado Largo s/n,Pozuelo de Alarcón,Urbanizaciones,40.4267,-3.8505,12512,renew,FALSE,FALSE,2957,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
30,83803862,6800000,chalet,2300.0,FALSE,8,7,Prado Largo,Pozuelo de Alarcón,Urbanizaciones,40.4326,-3.8543,12903,good,FALSE,FALSE,2957,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
31,38142907,10900000,chalet,2227.0,FALSE,9,12,La Moraleja,La Moraleja,La Moraleja,40.5184,-3.6216,13252,good,FALSE,FALSE,4894,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
32,37466486,10900000,chalet,2227.0,FALSE,8,8,La Moraleja,La Moraleja,La Moraleja,40.5176,-3.6218,13168,good,FALSE,FALSE,4894,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
33,37641085,10900000,chalet,2227.0,FALSE,8,8,La Moraleja,La Moraleja,La Moraleja,40.5153,-3.6228,12906,good,FALSE,FALSE,4894,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
35,40113165,6500000,chalet,2081.0,FALSE,9,10,barrio Monteclaro,Pozuelo de Alarcón,Urbanizaciones,40.4456,-3.8337,11500,good,FALSE,FALSE,3123,TRUE,TRUE,Monteclaro,bj,TRUE,18000.0,FALSE
36,40113460,6500000,chalet,2081.0,FALSE,9,10,barrio El Plantío,Madrid,Moncloa,40.4735,-3.8193,11676,good,FALSE,FALSE,3123,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
37,81954761,6500000,chalet,2080.0,FALSE,9,10,barrio El Plantío,Madrid,Moncloa,40.4711,-3.8059,10586,good,FALSE,FALSE,3125,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
38,40039776,6000000,chalet,2035.0,FALSE,10,8,miraflores,Madrid,Moncloa,40.4633,-3.7318,5721,good,FALSE,FALSE,2948,TRUE,TRUE,Ciudad Universitaria,bj,TRUE,18000.0,FALSE
39,36496895,6000000,chalet,2035.0,FALSE,6,8,barrio Ciudad Universitaria,Madrid,Moncloa,40.4652,-3.7319,5912,good,FALSE,FALSE,2948,TRUE,TRUE,Ciudad Universitaria,bj,TRUE,18000.0,FALSE
40,88580679,8000000,chalet,2005.0,FALSE,7,7,La Moraleja,La Moraleja,La Moraleja,40.5146,-3.6428,12025,good,FALSE,FALSE,3990,TRUE,TRUE,Ciudad Universitaria,bj,TRUE,18000.0,FALSE
41,32623160,14000000,chalet,2000.0,FALSE,6,7,"Paseo de los lagos, 1",Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,40.4147,-3.8026,8409,good,FALSE,FALSE,7000,TRUE,TRUE,La Finca,bj,TRUE,18000.0,FALSE
42,38283330,7800000,chalet,2000.0,FALSE,7,10,barrio El Plantío,Madrid,Moncloa,40.4693,-3.8071,10554,good,FALSE,FALSE,3900,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
43,37507158,10900000,chalet,2000.0,FALSE,5,8,La Moraleja,La Moraleja,La Moraleja,40.5185,-3.6232,13192,good,FALSE,FALSE,5450,TRUE,TRUE,El Plantío,bj,TRUE,18000.0,FALSE
44,30301153,6800000,chalet,2000.0,FALSE,6,7,barrio Prado Largo,Pozuelo de Alarcón,Urbanizaciones,40.4322,-3.8519,12696,good,FALSE,FALSE,3400,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
45,1478892,6800000,chalet,2000.0,FALSE,7,9,barrio Prado Largo,Pozuelo de Alarcón,Urbanizaciones,40.4322,-3.8531,12800,good,FALSE,FALSE,3400,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
47,87695033,10900000,chalet,2000.0,FALSE,8,6,El Soto de la Moraleja,La Moraleja,El Soto de la Moraleja,40.5251,-3.6469,12961,good,FALSE,FALSE,5450,TRUE,TRUE,Prado Largo,bj,TRUE,18000.0,FALSE
48,84684217,6500000,chalet,1990.0,FALSE,9,10,barrio Monteclaro,Pozuelo de Alarcón,Urbanizaciones,40.4459,-3.8379,11852,good,FALSE,FALSE,3266,TRUE,TRUE,Monteclaro,bj,TRUE,18000.0,FALSE
49,87122422,6500000,chalet,1950.0,FALSE,4,4,La Moraleja,La Moraleja,La Moraleja,40.5147,-3.6349,12334,good,FALSE,FALSE,3333,TRUE,TRUE,Monteclaro,bj,TRUE,18000.0,FALSE
2,86367079,15000000,flat,885.0,TRUE,7,6,barrio Recoletos,Madrid,Barrio de Salamanca,40.4222,-3.689,1352,renew,FALSE,FALSE,16949,TRUE,TRUE,Recoletos,5,TRUE,18000.0,FALSE
10,34736286,10900000,chalet,1886.0,FALSE,5,5,La Moraleja,La Moraleja,La Moraleja,40.5157,-3.6203,13056,good,FALSE,FALSE,5779,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
12,88798324,10750000,chalet,1500.0,FALSE,5,6,"Paseo DE LOS LAGOS, 1",Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,40.4179,-3.8127,9263,good,FALSE,FALSE,7167,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
13,88754686,10500000,chalet,1650.0,FALSE,8,9,La Moraleja,La Moraleja,La Moraleja,40.5159,-3.6339,12497,good,FALSE,FALSE,6364,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
14,87158601,10000000,chalet,1300.0,FALSE,8,11,La Moraleja,La Moraleja,La Moraleja,40.5162,-3.6343,12506,good,FALSE,FALSE,7692,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
15,88337749,9500000,chalet,1200.0,FALSE,6,8,Paseo de los lagos,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,40.4162,-3.8115,9161,good,FALSE,FALSE,7917,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
16,86456708,9000000,chalet,1600.0,FALSE,8,9,La Moraleja,La Moraleja,La Moraleja,40.5152,-3.6442,12035,good,FALSE,FALSE,5625,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
18,88282659,8900000,chalet,1600.0,FALSE,7,12,La Moraleja,La Moraleja,La Moraleja,40.5169,-3.6231,13043,good,FALSE,FALSE,5563,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
19,83911425,8900000,chalet,1410.0,FALSE,7,9,La Moraleja,La Moraleja,La Moraleja,40.5241,-3.6292,13482,good,FALSE,FALSE,6312,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
20,83951433,8900000,chalet,1410.0,FALSE,7,8,La Moraleja,La Moraleja,La Moraleja,40.5241,-3.631,13412,good,FALSE,FALSE,6312,TRUE,TRUE,La Finca,5,TRUE,18000.0,FALSE
21,88069739,8800000,penthouse,700.0,TRUE,5,6,barrio Jerónimos,Madrid,Retiro,40.4178,-3.6872,1360,good,FALSE,FALSE,12571,TRUE,TRUE,Jerónimos,6,TRUE,18000.0,FALSE
22,83610566,8700000,chalet,881.0,FALSE,7,4,barrio El Viso,Madrid,Chamartín,40.4427,-3.6897,3113,good,FALSE,FALSE,9875,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
23,88725171,8700000,chalet,860.0,FALSE,6,4,barrio El Viso,Madrid,Chamartín,40.445,-3.6814,3651,good,FALSE,FALSE,10116,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
24,32101367,8700000,chalet,860.0,FALSE,6,5,barrio El Viso,Madrid,Chamartín,40.4459,-3.6851,3586,good,FALSE,FALSE,10116,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
25,88601943,8700000,chalet,856.0,FALSE,7,7,Plaza de la República Argentina s/n,Madrid,Chamartín,40.4451,-3.6852,3505,good,FALSE,FALSE,10164,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
26,31750912,8700000,chalet,856.0,FALSE,7,7,barrio El Viso,Madrid,Chamartín,40.4447,-3.6826,3572,good,FALSE,FALSE,10164,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
27,87038582,8700000,chalet,850.0,FALSE,4,5,barrio El Viso,Madrid,Chamartín,40.4441,-3.6826,3514,good,FALSE,FALSE,10235,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
28,87577584,8700000,chalet,856.0,FALSE,10,10,barrio El Viso,Madrid,Chamartín,40.4477,-3.6831,3842,good,FALSE,FALSE,10164,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
29,87711284,8700000,chalet,850.0,FALSE,6,8,barrio El Viso,Madrid,Chamartín,40.4443,-3.6833,3504,good,FALSE,FALSE,10235,TRUE,TRUE,El Viso,6,TRUE,18000.0,FALSE
30,85382586,8500000,flat,700.0,TRUE,6,3,barrio Recoletos,Madrid,Barrio de Salamanca,40.4208,-3.6883,1346,good,FALSE,FALSE,12143,TRUE,TRUE,Recoletos,5,TRUE,18000.0,FALSE
31,36886128,8500000,flat,450.0,TRUE,4,5,barrio Jerónimos,Madrid,Retiro,40.4199,-3.6922,998,good,FALSE,FALSE,18889,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
33,87605712,8000000,chalet,1500.0,FALSE,8,8,La Moraleja,La Moraleja,La Moraleja,40.5113,-3.625,12423,good,FALSE,FALSE,5333,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
34,87768107,8000000,chalet,1500.0,FALSE,6,8,Camino de la huerta,La Moraleja,La Moraleja,40.511,-3.625,12395,good,FALSE,FALSE,5333,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
35,88095916,8000000,chalet,1200.0,FALSE,7,7,La Moraleja,La Moraleja,La Moraleja,40.5119,-3.6256,12461,good,FALSE,FALSE,6667,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
36,87642513,8000000,chalet,1587.0,FALSE,7,10,La Moraleja,La Moraleja,La Moraleja,40.5133,-3.6254,12594,good,FALSE,FALSE,5041,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
37,87677021,8000000,chalet,1500.0,FALSE,7,10,La Moraleja,La Moraleja,La Moraleja,40.5164,-3.6418,12242,good,FALSE,FALSE,5333,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
38,87515248,8000000,chalet,1400.0,FALSE,7,10,La Moraleja,La Moraleja,La Moraleja,40.5115,-3.6257,12410,good,FALSE,FALSE,5714,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
39,87509378,8000000,chalet,1500.0,FALSE,7,7,La Moraleja,La Moraleja,La Moraleja,40.5107,-3.6248,12376,good,FALSE,FALSE,5333,TRUE,TRUE,Jerónimos,4,TRUE,18000.0,FALSE
42,85675261,8000000,penthouse,700.0,TRUE,7,6,barrio Recoletos,Madrid,Barrio de Salamanca,40.4192,-3.6871,1395,good,FALSE,FALSE,11429,TRUE,FALSE,Recoletos,5,TRUE,1.0,FALSE
43,87518177,8000000,chalet,1400.0,FALSE,5,5,La Moraleja,La Moraleja,La Moraleja,40.5132,-3.6272,12505,good,FALSE,FALSE,5714,TRUE,FALSE,Recoletos,5,TRUE,1.0,FALSE
